id,URL:,НАЗВАНИЕ:,ПУТЬ:,О ТОВАРЕ,ССЫЛКИ НА ФОТОГРАФИИ ТОВАРА:,РАЗМЕРЫ В НАЛИЧИИ:,ЦЕНА:,СТАТИСТИКА:
61,https://www.lamoda.ru/p/mp002xm245db/shoes-pierrecardin-botinki/,   Pierre Cardin  Ботинки  ,Главная -> Мужчинам -> Обувь -> Ботинки -> Высокие ботинки,   Материал верха:    натуральная кожа       Внутренний материал:    текстиль       Материал подошвы:    резина       Материал стельки:    текстиль       Сезон:    демисезон       Цвет:    черный       Гарантийный период:    90 дней       Страна производства:    Турция       Застежка:    молния     Артикул MP002XM245DB  Подробнее ,"https://a.lmcdn.ru/product/M/P/MP002XM245DB_7956502_1_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245DB_7956503_2_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245DB_7956504_3_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245DB_7956505_4_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245DB_7956506_5_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245DB_7962442_9_v1.jpg
","40 RUS
41 RUS
42 RUS
43 RUS
44 RUS
45 RUS
", 4 499 руб. ,1 человек купил этот товар на этой неделе
62,https://www.lamoda.ru/p/mp002xm245e7/shoes-unm-krossovki/,   UNM  Кроссовки  ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кроссовки -> Низкие кроссовки,   Материал верха:    натуральная кожа       Внутренний материал:    натуральная кожа       Материал подошвы:    термопластиковая резина       Материал стельки:    натуральная кожа       Сезон:    демисезон       Цвет:    белый       Комплектация:    Ботинки       Гарантийный период:    90 дней       Страна производства:    Россия       Застежка:    шнурки     Артикул MP002XM245E7  Подробнее ,"https://a.lmcdn.ru/product/M/P/MP002XM245E7_7962887_1_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245E7_7962888_2_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245E7_7962889_3_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245E7_7962890_4_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245E7_7962891_5_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245E7_7962892_9_v1.jpg
","40 RUS
41 RUS
", 4 499 руб. ,29 человек просматривали этот товар сегодня
63,https://www.lamoda.ru/p/un001ambvgz9/shoes-underarmour-krossovki/,   Under Armour  Кроссовки UA Surge ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кроссовки -> Низкие кроссовки,   Материал верха:    текстиль       Внутренний материал:    текстиль       Материал подошвы:    искусственный материал       Материал стельки:    текстиль       Сезон:    мульти       Цвет:    черный       Вид спорта:    бег       Страна производства:    Вьетнам       Застежка:    шнурки     Артикул UN001AMBVGZ9  Подробнее ,"https://a.lmcdn.ru/product/U/N/UN001AMBVGZ9_7309863_1_v1.jpg
https://a.lmcdn.ru/product/U/N/UN001AMBVGZ9_7309864_2_v1.jpg
https://a.lmcdn.ru/product/U/N/UN001AMBVGZ9_7309865_3_v1.jpg
https://a.lmcdn.ru/product/U/N/UN001AMBVGZ9_7309866_4_v1.jpg
https://a.lmcdn.ru/product/U/N/UN001AMBVGZ9_7329242_9_v1.jpg
","39 RUS
39,5 RUS
40 RUS
41 RUS
41,5 RUS
42 RUS
43 RUS
43,5 RUS
44 RUS
44,5 RUS
45 RUS
46 RUS
46,5 RUS
47,5 RUS
7 US
7,5 US
8 US
8,5 US
9 US
9,5 US
10 US
10,5 US
11 US
11,5 US
12 US
12,5 US
13 US
14 US
", 5 690 руб. ,4 человека купили этот товар на этой неделе
64,https://www.lamoda.ru/p/pi022amcbnq3/shoes-piazzaitalia-kedy/,   Piazza Italia  Кеды  ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кеды -> Низкие кеды,   Материал верха:    искусственная кожа       Внутренний материал:    текстиль       Материал подошвы:    искусственный материал       Материал стельки:    текстиль       Сезон:    демисезон       Цвет:    коричневый       Страна производства:    Китай       Застежка:    шнурки     Артикул PI022AMCBNQ3  Подробнее ,"https://a.lmcdn.ru/product/P/I/PI022AMCBNQ3_7513715_1_v1.jpg
https://a.lmcdn.ru/product/P/I/PI022AMCBNQ3_7513716_2_v1.jpg
https://a.lmcdn.ru/product/P/I/PI022AMCBNQ3_7513717_3_v1.jpg
https://a.lmcdn.ru/product/P/I/PI022AMCBNQ3_7513718_4_v1.jpg
https://a.lmcdn.ru/product/P/I/PI022AMCBNQ3_7528023_9_v1.jpg
","39 RUS
40 RUS
41 RUS
42 RUS
43 RUS
40 EUR
41 EUR
42 EUR
43 EUR
44 EUR
", 760 руб. ,10 человек купили этот товар сегодня
65,https://www.lamoda.ru/p/te947amcihd6/shoes-tesoro-krossovki/,   Tesoro  Кроссовки  ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кроссовки -> Низкие кроссовки,   Материал верха:    искусственная кожа       Внутренний материал:    текстиль       Материал подошвы:    полимер       Материал стельки:    текстиль       Сезон:    демисезон       Цвет:    черный       Страна производства:    Китай       Застежка:    шнурки     Артикул TE947AMCIHD6  Подробнее ,"https://a.lmcdn.ru/product/T/E/TE947AMCIHD6_7041706_1_v1.jpg
https://a.lmcdn.ru/product/T/E/TE947AMCIHD6_7041707_2_v1.jpg
https://a.lmcdn.ru/product/T/E/TE947AMCIHD6_7041708_3_v1.jpg
https://a.lmcdn.ru/product/T/E/TE947AMCIHD6_7041709_4_v1.jpg
https://a.lmcdn.ru/product/T/E/TE947AMCIHD6_7052699_9_v1.jpg
","40 RUS
41 RUS
42 RUS
43 RUS
44 RUS
",1 287 руб.,10 человек купили этот товар сегодня
66,https://www.lamoda.ru/p/mp002xm23q6l/shoes-briotti-botinki/,   Briotti  Ботинки  ,Главная -> Мужчинам -> Обувь -> Ботинки -> Низкие ботинки,   Материал верха:    натуральная кожа       Внутренний материал:    натуральный мех       Материал подошвы:    искусственный материал       Материал стельки:    натуральный мех       Сезон:    зима       Цвет:    черный       Гарантийный период:    90 дней       Страна производства:    Россия       Застежка:    шнурки     Артикул MP002XM23Q6L  Подробнее ,"https://a.lmcdn.ru/product/M/P/MP002XM23Q6L_6871534_1_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23Q6L_6871535_2_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23Q6L_6871536_3_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23Q6L_6871537_4_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23Q6L_6872937_9_v1.jpg
","42 RUS
43 RUS
44 RUS
45 RUS
", 4 499 руб. ,1 человек купил этот товар сегодня
67,https://www.lamoda.ru/p/mp002xm245el/shoes-alessionesca-botinki/,   Alessio Nesca  Ботинки  ,Главная -> Мужчинам -> Обувь -> Ботинки -> Низкие ботинки,   Материал верха:    натуральная кожа       Внутренний материал:    натуральная кожа       Материал подошвы:    термоэластопласт       Материал стельки:    натуральная кожа       Сезон:    мульти       Цвет:    черный       Гарантийный период:    90 дней       Страна производства:    Россия       Застежка:    шнурки     Артикул MP002XM245EL  Подробнее ,"https://a.lmcdn.ru/product/M/P/MP002XM245EL_7956965_1_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245EL_7956966_2_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245EL_7956967_3_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245EL_7956968_4_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245EL_7956969_5_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM245EL_7962475_9_v1.jpg
","40 RUS
41 RUS
42 RUS
43 RUS
44 RUS
45 RUS
", 3 499 руб. ,1 человек купил этот товар на этой неделе
68,https://www.lamoda.ru/p/fr006ambuth2/shoes-fredperry-kedy/,   Fred Perry  Кеды  ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кеды -> Низкие кеды,   Материал верха:    натуральная кожа       Внутренний материал:    текстиль       Материал подошвы:    резина       Материал стельки:    текстиль       Сезон:    демисезон       Цвет:    белый       Страна производства:    Вьетнам       Застежка:    липучки     Артикул FR006AMBUTH2  Подробнее ,"https://a.lmcdn.ru/product/F/R/FR006AMBUTH2_7209226_1_v1.jpg
https://a.lmcdn.ru/product/F/R/FR006AMBUTH2_7209227_2_v1.jpg
https://a.lmcdn.ru/product/F/R/FR006AMBUTH2_7209228_3_v1.jpg
https://a.lmcdn.ru/product/F/R/FR006AMBUTH2_7209229_4_v1.jpg
https://a.lmcdn.ru/product/F/R/FR006AMBUTH2_7238361_9_v1.jpg
","40 RUS
41,5 RUS
42,5 RUS
43,5 RUS
44,5 RUS
7 UK
8 UK
9 UK
10 UK
11 UK
", 4 390 руб. ,11 человек купили этот товар сегодня
69,https://www.lamoda.ru/p/sa219amcjfp4/shoes-saucony-krossovki/,   Saucony  Кроссовки Jazz Original Vintage ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кроссовки -> Низкие кроссовки,"   Материал верха:    натуральная замша, текстиль       Внутренний материал:    текстиль       Материал подошвы:    резина       Материал стельки:    текстиль       Сезон:    мульти       Цвет:    бордовый       Вид спорта:    спорт стиль       Страна производства:    Вьетнам       Застежка:    шнурки     Артикул SA219AMCJFP4  Подробнее ","https://a.lmcdn.ru/product/S/A/SA219AMCJFP4_7419736_1_v1.jpg
https://a.lmcdn.ru/product/S/A/SA219AMCJFP4_7419737_2_v1.jpg
https://a.lmcdn.ru/product/S/A/SA219AMCJFP4_7419738_3_v1.jpg
https://a.lmcdn.ru/product/S/A/SA219AMCJFP4_7419739_4_v1.jpg
https://a.lmcdn.ru/product/S/A/SA219AMCJFP4_7424746_9_v1.jpg
","39 RUS
39,5 RUS
40 RUS
41 RUS
41,5 RUS
42 RUS
43 RUS
43,5 RUS
44 RUS
7 US
7,5 US
8 US
8,5 US
9 US
9,5 US
10 US
10,5 US
11 US
",4 376 руб.,7 человек купили этот товар сегодня
70,https://www.lamoda.ru/p/mp002xm23q6g/shoes-alessionesca-botinki/,   Alessio Nesca  Ботинки  ,Главная -> Мужчинам -> Обувь -> Ботинки -> Высокие ботинки,"   Материал верха:    натуральная кожа       Внутренний материал:    натуральный мех       Материал подошвы:    искусственный материал       Материал стельки:    натуральный мех       Сезон:    зима       Цвет:    черный       Гарантийный период:    90 дней       Страна производства:    Россия       Застежка:    шнурки, молния     Артикул MP002XM23Q6G  Подробнее ","https://a.lmcdn.ru/product/M/P/MP002XM23Q6G_6873557_1_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23Q6G_6873558_2_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23Q6G_6873559_3_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23Q6G_6873560_4_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23Q6G_6873365_9_v1.jpg
","40 RUS
41 RUS
42 RUS
43 RUS
44 RUS
45 RUS
", 4 079 руб. ,7 человек купили этот товар сегодня
71,https://www.lamoda.ru/p/ma241amciuq2/shoes-marcolippi-tufli/,   Marco Lippi  Туфли  ,Главная -> Мужчинам -> Обувь -> Туфли -> Дерби,   Материал верха:    натуральная кожа       Внутренний материал:    натуральная кожа       Материал подошвы:    полимер       Материал стельки:    натуральная кожа       Сезон:    мульти       Цвет:    черный       Цвет фурнитуры:    черный       Страна производства:    Россия       Застежка:    шнурки     Артикул MA241AMCIUQ2  Подробнее ,"https://a.lmcdn.ru/product/M/A/MA241AMCIUQ2_7315867_1_v1.jpg
https://a.lmcdn.ru/product/M/A/MA241AMCIUQ2_7315868_2_v1.jpg
https://a.lmcdn.ru/product/M/A/MA241AMCIUQ2_7315869_3_v1.jpg
https://a.lmcdn.ru/product/M/A/MA241AMCIUQ2_7315870_4_v1.jpg
https://a.lmcdn.ru/product/M/A/MA241AMCIUQ2_7325952_9_v1.jpg
","39 RUS
42 RUS
43 RUS
44 RUS
",4 192 руб.,3 человека купили этот товар сегодня
72,https://www.lamoda.ru/p/mp002xu0e8bd/shoes-snegi-tapochki/,   Snegi  Тапочки  ,Главная -> Женщинам -> Обувь -> Домашняя обувь,   Материал верха:    шерсть       Внутренний материал:    шерсть       Материал подошвы:    каучук       Материал стельки:    шерсть       Сезон:    мульти       Цвет:    бежевый       Гарантийный период:    30 дней       Страна производства:    Россия       Застежка:    без застежки     Артикул MP002XU0E8BD  Подробнее ,"https://a.lmcdn.ru/product/M/P/MP002XU0E8BD_7771916_1_v2.jpg
https://a.lmcdn.ru/product/M/P/MP002XU0E8BD_7771920_2_v2.jpg
https://a.lmcdn.ru/product/M/P/MP002XU0E8BD_7771925_3_v2.jpg
https://a.lmcdn.ru/product/M/P/MP002XU0E8BD_7771913_4_v2.jpg
","36 RUS
37 RUS
38 RUS
41 RUS
", 2 900 руб. ,1 человек купил этот товар сегодня
73,https://www.lamoda.ru/p/ze012amfzu93/shoes-zendencollection-botinki/,   Zenden Collection  Ботинки  ,Главная -> Мужчинам -> Обувь -> Ботинки -> Высокие ботинки,   Материал верха:    натуральная кожа       Внутренний материал:    байка       Материал подошвы:    полимер       Материал стельки:    байка       Сезон:    демисезон       Цвет:    черный       Цвет фурнитуры:    черный       Гарантийный период:    30 дней       Страна производства:    Китай       Застежка:    молния     Артикул ZE012AMFZU93  Подробнее ,"https://a.lmcdn.ru/product/Z/E/ZE012AMFZU93_5083447_1_v2.jpg
https://a.lmcdn.ru/product/Z/E/ZE012AMFZU93_5083448_2_v2.jpg
https://a.lmcdn.ru/product/Z/E/ZE012AMFZU93_5083449_3_v2.jpg
https://a.lmcdn.ru/product/Z/E/ZE012AMFZU93_5083450_4_v2.jpg
https://a.lmcdn.ru/product/Z/E/ZE012AMFZU93_5122234_9_v2.jpg
","40 RUS
42 RUS
", 3 240 руб. ,4 человека купили этот товар сегодня
74,https://www.lamoda.ru/p/ju663amcxmc5/shoes-justcouture-tufli/,   Just Couture  Туфли  ,Главная -> Мужчинам -> Обувь -> Туфли -> Дерби,   Материал верха:    натуральная кожа       Внутренний материал:    натуральная кожа       Материал подошвы:    резина       Материал стельки:    натуральная кожа       Сезон:    мульти       Цвет:    синий       Страна производства:    Россия       Застежка:    шнурки     Артикул JU663AMCXMC5  Подробнее ,"https://a.lmcdn.ru/product/J/U/JU663AMCXMC5_7419184_1_v1.jpg
https://a.lmcdn.ru/product/J/U/JU663AMCXMC5_7419185_2_v1.jpg
https://a.lmcdn.ru/product/J/U/JU663AMCXMC5_7419186_3_v1.jpg
https://a.lmcdn.ru/product/J/U/JU663AMCXMC5_7419187_4_v1.jpg
https://a.lmcdn.ru/product/J/U/JU663AMCXMC5_7423605_9_v1.jpg
","41 RUS
42 RUS
",4 131 руб.,4 человека купили этот товар сегодня
75,https://www.lamoda.ru/p/he002amebzj7/shoes-hebymango-kedy/,   Mango Man  Кеды  ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кеды -> Низкие кеды,   Материал верха:    искусственная замша       Внутренний материал:    искусственная кожа       Материал подошвы:    резина       Материал стельки:    искусственная замша       Сезон:    мульти       Цвет:    синий       Страна производства:    Китай       Застежка:    шнурки     Артикул HE002AMEBZJ7  Подробнее ,"https://a.lmcdn.ru/product/H/E/HE002AMEBZJ7_7976504_1_v1.jpg
https://a.lmcdn.ru/product/H/E/HE002AMEBZJ7_7976505_2_v1.jpg
https://a.lmcdn.ru/product/H/E/HE002AMEBZJ7_7976506_3_v1.jpg
https://a.lmcdn.ru/product/H/E/HE002AMEBZJ7_7976507_4_v1.jpg
https://a.lmcdn.ru/product/H/E/HE002AMEBZJ7_7976508_5_v1.jpg
https://a.lmcdn.ru/product/H/E/HE002AMEBZJ7_7989463_9_v1.jpg
","40 RUS
41 RUS
42 RUS
43 RUS
44 RUS
45 RUS
40 EUR
41 EUR
42 EUR
43 EUR
44 EUR
45 EUR
", 3 999 руб. ,5 человек купили этот товар сегодня
76,https://www.lamoda.ru/p/ix001xm000m3/shoes-pullandbear-kedy/,   Pull&Bear  Кеды  ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кеды -> Высокие кеды,"   Материал верха:    полиуретан       Материал подошвы:    резина       Материал стельки:    хлопок       Сезон:    демисезон       Цвет:    черный       Срок годности:    не установлен       Срок службы, заявленный производителем:    не установлен       Гарантийный период:    не установлен       Страна производства:    Китай       Застежка:    шнурки     Артикул IX001XM000M3  Подробнее ","https://a.lmcdn.ru/product/I/X/IX001XM000M3_7451585_1_v1.jpeg
https://a.lmcdn.ru/product/I/X/IX001XM000M3_7451587_2_v1.jpeg
https://a.lmcdn.ru/product/I/X/IX001XM000M3_7451589_3_v1.jpeg
https://a.lmcdn.ru/product/I/X/IX001XM000M3_7451591_4_v1.jpeg
https://a.lmcdn.ru/product/I/X/IX001XM000M3_7451593_5_v1.jpeg
","40 RUS
41 RUS
42 RUS
43 RUS
44 RUS
45 RUS
40 EUR
41 EUR
42 EUR
43 EUR
44 EUR
45 EUR
", 2 599 руб. ,6 человек купили этот товар сегодня
77,https://www.lamoda.ru/p/dr004aujv665/shoes-drmartens-botinki/,   Dr. Martens  Ботинки 1460 ,Главная -> Мужчинам -> Обувь -> Ботинки -> Высокие ботинки,"   Материал верха:    натуральная кожа       Внутренний материал:    натуральная кожа       Материал подошвы:    полимер       Материал стельки:    натуральная кожа, текстиль       Сезон:    демисезон       Цвет:    синий       Гарантийный период:    30 дней       Страна производства:    Вьетнам       Застежка:    шнурки     Артикул DR004AUJV665  Подробнее ","https://a.lmcdn.ru/product/D/R/DR004AUJV665_1006122_1_v3.jpg
https://a.lmcdn.ru/product/D/R/DR004AUJV665_1006123_2_v3.jpg
https://a.lmcdn.ru/product/D/R/DR004AUJV665_1006124_3_v3.jpg
https://a.lmcdn.ru/product/D/R/DR004AUJV665_1006125_4_v3.jpg
https://a.lmcdn.ru/product/D/R/DR004AUJV665_1006126_5_v2.jpg
https://a.lmcdn.ru/product/D/R/DR004AUJV665_1006127_6_v2.jpg
https://a.lmcdn.ru/product/D/R/DR004AUJV665_1006128_7_v2.jpg
","40 RUS
43 RUS
44 RUS
41 EUR
44 EUR
45 EUR
",9 520 руб.,22 человека купили этот товар сегодня
78,https://www.lamoda.ru/p/sa815ammdj26/shoes-salamander-botinki/,   Salamander  Ботинки  ,Главная -> Мужчинам -> Обувь -> Ботинки -> Низкие ботинки,   Материал верха:    натуральная кожа       Внутренний материал:    текстиль       Материал подошвы:    полимер       Материал стельки:    натуральная кожа       Сезон:    демисезон       Цвет:    черный       Гарантийный период:    30 дней       Страна производства:    Италия       Застежка:    шнурки     Артикул SA815AMMDJ26  Подробнее ,"https://a.lmcdn.ru/product/S/A/SA815AMMDJ26_3857881_1_v2.jpg
https://a.lmcdn.ru/product/S/A/SA815AMMDJ26_3857882_2_v2.jpg
https://a.lmcdn.ru/product/S/A/SA815AMMDJ26_3857883_3_v2.jpg
https://a.lmcdn.ru/product/S/A/SA815AMMDJ26_3857884_4_v2.jpg
","40 RUS
41 RUS
42 RUS
43 RUS
44 RUS
40 EUR
41 EUR
42 EUR
43 EUR
44 EUR
", 5 170 руб. ,5 человек купили этот товар сегодня
79,https://www.lamoda.ru/p/mp002xm23t6o/shoes-pierrecardin-botinki/,   Pierre Cardin  Ботинки  ,Главная -> Мужчинам -> Обувь -> Ботинки -> Высокие ботинки,"   Материал верха:    натуральная кожа       Внутренний материал:    натуральный мех       Материал подошвы:    резина       Материал стельки:    натуральный мех       Сезон:    зима       Цвет:    черный       Цвет фурнитуры:    серебряный       Гарантийный период:    90 дней       Страна производства:    Китай       Застежка:    шнурки, молния     Артикул MP002XM23T6O  Подробнее ","https://a.lmcdn.ru/product/M/P/MP002XM23T6O_7535515_1_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23T6O_7535516_2_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23T6O_7535517_3_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23T6O_7535518_4_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23T6O_7539254_9_v1.jpg
","40 RUS
41 RUS
42 RUS
43 RUS
45 RUS
", 3 999 руб. ,2 человека купили этот товар сегодня
80,https://www.lamoda.ru/p/mp002xm23sva/shoes-zain-krossovki/,   Zain  Кроссовки  ,Главная -> Мужчинам -> Обувь -> Кроссовки и кеды -> Кроссовки -> Высокие кроссовки,"   Материал верха:    натуральная кожа       Внутренний материал:    натуральный мех       Материал подошвы:    термопластиковая резина       Материал стельки:    натуральный мех       Сезон:    зима       Цвет:    синий       Цвет фурнитуры:    бронзовый       Гарантийный период:    90 дней       Страна производства:    Россия       Застежка:    шнурки, молния     Артикул MP002XM23SVA  Подробнее ","https://a.lmcdn.ru/product/M/P/MP002XM23SVA_7199171_1_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23SVA_7199172_2_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23SVA_7199173_3_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23SVA_7199174_4_v1.jpg
https://a.lmcdn.ru/product/M/P/MP002XM23SVA_7209592_9_v1.jpg
","40 RUS
41 RUS
42 RUS
43 RUS
44 RUS
45 RUS
", 3 999 руб. ,3 человека купили этот товар на этой неделе
